Feature,Midle,Turned,Value
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keyless_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keyless_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keyless_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keyless_roots,ClusterPolicy,roots,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keyless_subject,ClusterPolicy,subject,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keyless_subjectRegExp,ClusterPolicy,subjectRegExp,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys,ClusterPolicy,keys,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_ctlog,ClusterPolicy,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_ctlog_ignoreSCT,ClusterPolicy,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_ctlog_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_ctlog_tsaCertChain,ClusterPolicy,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_kms,ClusterPolicy,kms,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_publicKeys,ClusterPolicy,publicKeys,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_rekor,ClusterPolicy,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_secret,ClusterPolicy,secret,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_secret_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_secret_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_keys_signatureAlgorithm,ClusterPolicy,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_repository,ClusterPolicy,repository,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_attestors_entries_signatureAlgorithm,ClusterPolicy,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_dryRun,ClusterPolicy,dryRun,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_dryRun_enable,ClusterPolicy,enable,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_dryRun_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields,ClusterPolicy,ignoreFields,-
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_fields,ClusterPolicy,fields,-
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_fields_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_objects,ClusterPolicy,objects,-
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_objects_group,ClusterPolicy,group,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_objects_kind,ClusterPolicy,kind,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_objects_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_objects_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_ignoreFields_objects_version,ClusterPolicy,version,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_manifests_repository,ClusterPolicy,repository,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_message,ClusterPolicy,message,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_pattern,ClusterPolicy,pattern,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity,ClusterPolicy,podSecurity,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude,ClusterPolicy,exclude,-
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName,ClusterPolicy,controlName,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_HostProcess,ClusterPolicy,HostProcess,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Host_Namespaces,ClusterPolicy,Namespaces,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Privileged_Containers,ClusterPolicy,Containers,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Capabilities,ClusterPolicy,Capabilities,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_HostPath_Volumes,ClusterPolicy,Volumes,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Host_Ports,ClusterPolicy,Ports,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_AppArmor,ClusterPolicy,AppArmor,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_SELinux,ClusterPolicy,SELinux,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_proc_Mount_Type,ClusterPolicy,Type,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Seccomp,ClusterPolicy,Seccomp,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Sysctls,ClusterPolicy,Sysctls,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Volume_Types,ClusterPolicy,Types,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Privilege_Escalation,ClusterPolicy,Escalation,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Running_as_Non_root,ClusterPolicy,root,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_controlName_Running_as_Non_root_user,ClusterPolicy,user,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_images,ClusterPolicy,images,-
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_images_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_restrictedField,ClusterPolicy,restrictedField,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_values,ClusterPolicy,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_exclude_values_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_level,ClusterPolicy,level,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_level_privileged,ClusterPolicy,privileged,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_level_baseline,ClusterPolicy,baseline,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_level_restricted,ClusterPolicy,restricted,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version,ClusterPolicy,version,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_19,ClusterPolicy,19,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_20,ClusterPolicy,20,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_21,ClusterPolicy,21,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_22,ClusterPolicy,22,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_23,ClusterPolicy,23,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_24,ClusterPolicy,24,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_25,ClusterPolicy,25,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_26,ClusterPolicy,26,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_27,ClusterPolicy,27,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_28,ClusterPolicy,28,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_v1_29,ClusterPolicy,29,
kyverno_io_v1_ClusterPolicy_spec_rules_validate_podSecurity_version_latest,ClusterPolicy,latest,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages,ClusterPolicy,verifyImages,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_additionalExtensions,ClusterPolicy,additionalExtensions,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_annotations,ClusterPolicy,annotations,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations,ClusterPolicy,attestations,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors,ClusterPolicy,attestors,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_count,ClusterPolicy,count,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries,ClusterPolicy,entries,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_annotations,ClusterPolicy,annotations,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_attestor,ClusterPolicy,attestor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates,ClusterPolicy,certificates,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_cert,ClusterPolicy,cert,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_certChain,ClusterPolicy,certChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog,ClusterPolicy,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_ignoreSCT,ClusterPolicy,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_tsaCertChain,ClusterPolicy,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor,ClusterPolicy,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless,ClusterPolicy,keyless,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_additionalExtensions,ClusterPolicy,additionalExtensions,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog,ClusterPolicy,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_ignoreSCT,ClusterPolicy,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_tsaCertChain,ClusterPolicy,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_issuer,ClusterPolicy,issuer,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_issuerRegExp,ClusterPolicy,issuerRegExp,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor,ClusterPolicy,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_roots,ClusterPolicy,roots,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_subject,ClusterPolicy,subject,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_subjectRegExp,ClusterPolicy,subjectRegExp,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys,ClusterPolicy,keys,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog,ClusterPolicy,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_ignoreSCT,ClusterPolicy,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_tsaCertChain,ClusterPolicy,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_kms,ClusterPolicy,kms,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_publicKeys,ClusterPolicy,publicKeys,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor,ClusterPolicy,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret,ClusterPolicy,secret,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_signatureAlgorithm,ClusterPolicy,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_repository,ClusterPolicy,repository,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_signatureAlgorithm,ClusterPolicy,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions,ClusterPolicy,conditions,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all,ClusterPolicy,all,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_message,ClusterPolicy,message,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_Equals,ClusterPolicy,Equals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_NotEquals,ClusterPolicy,NotEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_In,ClusterPolicy,In,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AnyIn,ClusterPolicy,AnyIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AllIn,ClusterPolicy,AllIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_NotIn,ClusterPolicy,NotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AnyNotIn,ClusterPolicy,AnyNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AllNotIn,ClusterPolicy,AllNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_GreaterThanOrEquals,ClusterPolicy,GreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_GreaterThan,ClusterPolicy,GreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_LessThanOrEquals,ClusterPolicy,LessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_LessThan,ClusterPolicy,LessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThanOrEquals,ClusterPolicy,DurationGreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThan,ClusterPolicy,DurationGreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationLessThanOrEquals,ClusterPolicy,DurationLessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationLessThan,ClusterPolicy,DurationLessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any,ClusterPolicy,any,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_message,ClusterPolicy,message,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_Equals,ClusterPolicy,Equals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_NotEquals,ClusterPolicy,NotEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_In,ClusterPolicy,In,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AnyIn,ClusterPolicy,AnyIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AllIn,ClusterPolicy,AllIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_NotIn,ClusterPolicy,NotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AnyNotIn,ClusterPolicy,AnyNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AllNotIn,ClusterPolicy,AllNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_GreaterThanOrEquals,ClusterPolicy,GreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_GreaterThan,ClusterPolicy,GreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_LessThanOrEquals,ClusterPolicy,LessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_LessThan,ClusterPolicy,LessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThanOrEquals,ClusterPolicy,DurationGreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThan,ClusterPolicy,DurationGreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationLessThanOrEquals,ClusterPolicy,DurationLessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationLessThan,ClusterPolicy,DurationLessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_predicateType,ClusterPolicy,predicateType,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_type,ClusterPolicy,type,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors,ClusterPolicy,attestors,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_count,ClusterPolicy,count,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries,ClusterPolicy,entries,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_annotations,ClusterPolicy,annotations,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_attestor,ClusterPolicy,attestor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates,ClusterPolicy,certificates,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_cert,ClusterPolicy,cert,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_certChain,ClusterPolicy,certChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_ctlog,ClusterPolicy,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_ctlog_ignoreSCT,ClusterPolicy,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_ctlog_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_ctlog_tsaCertChain,ClusterPolicy,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_rekor,ClusterPolicy,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_certificates_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless,ClusterPolicy,keyless,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_additionalExtensions,ClusterPolicy,additionalExtensions,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_ctlog,ClusterPolicy,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_ctlog_ignoreSCT,ClusterPolicy,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_ctlog_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_ctlog_tsaCertChain,ClusterPolicy,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_issuer,ClusterPolicy,issuer,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_issuerRegExp,ClusterPolicy,issuerRegExp,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_rekor,ClusterPolicy,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_roots,ClusterPolicy,roots,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_subject,ClusterPolicy,subject,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keyless_subjectRegExp,ClusterPolicy,subjectRegExp,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys,ClusterPolicy,keys,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_ctlog,ClusterPolicy,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_ctlog_ignoreSCT,ClusterPolicy,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_ctlog_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_ctlog_tsaCertChain,ClusterPolicy,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_kms,ClusterPolicy,kms,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_publicKeys,ClusterPolicy,publicKeys,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_rekor,ClusterPolicy,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_rekor_ignoreTlog,ClusterPolicy,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_rekor_pubkey,ClusterPolicy,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_rekor_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_secret,ClusterPolicy,secret,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_secret_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_secret_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_keys_signatureAlgorithm,ClusterPolicy,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_repository,ClusterPolicy,repository,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors_entries_signatureAlgorithm,ClusterPolicy,signatureAlgorithm,
